,fecha,obs1,obs2,obs3,r1d1R,r2d1R,r1d1S,r2d1S,r1d2R,r2d2R,r1d2S,r2d2S,obs,year,month,day,hour
11,2020-03-13,6.35,5.37941,0.6399999999999999,0.9194189952686418,6.724679210626865,85.59468030929565,89.20020442824574,13.246220111846924,13.02321117838815,4.354904174804688,8.358460402155783,5.864705,2020,3,13,0
12,2020-03-14,14.986,12.185653999999998,0.08,,,,,,,,,13.585826999999998,2020,3,14,0
13,2020-03-15,5.587999999999999,,0.02,,,,,,,,,5.587999999999999,2020,3,15,0
14,2020-03-16,0.0,,0.0,,,,,,,,,0.0,2020,3,16,0
15,2020-03-17,0.0,,0.0,,,,,,,,,0.0,2020,3,17,0
16,2020-03-18,0.0,,0.05,,,,,,,,,0.0,2020,3,18,0
17,2020-03-19,35.05200000000001,,6.93,,,,,,,,,35.05200000000001,2020,3,19,0
18,2020-03-20,0.254,,0.79,,,,,,,,,0.254,2020,3,20,0
19,2020-03-21,0.0,0.001783,3.38,,,,,,,,,0.0008915,2020,3,21,0
20,2020-03-22,0.0,0.0,2.06,,,,,,,,,0.0,2020,3,22,0
21,2020-03-23,0.0,0.0,0.0,,,,,,,,,0.0,2020,3,23,0
22,2020-03-24,0.0,0.330181,0.0,,,,,,,,,0.1650905,2020,3,24,0
23,2020-03-25,0.0,0.064979,0.0,,,,,,,,,0.0324895,2020,3,25,0
24,2020-03-26,0.0,0.12045,0.0,,,,,,,,,0.060225,2020,3,26,0
25,2020-03-27,0.0,0.000183,0.0,,,,,,,,,9.15e-05,2020,3,27,0
26,2020-03-28,0.762,,0.0,,,,,,,,,0.762,2020,3,28,0
27,2020-03-29,12.954,10.829698,9.74,,,,,,,,,11.891849,2020,3,29,0
28,2020-03-30,13.208,11.358482,,,,,,,,,,12.283241,2020,3,30,0
29,2020-03-31,,,,,,,,,,,,,2020,3,31,0
30,2020-04-01,1.778,2.845435,1.0,,,,,,,,,2.3117175,2020,4,1,0
31,2020-04-02,0.0,0.1111839999999999,0.0,,,,,,,,,0.0555919999999999,2020,4,2,0
