,fecha,obs1,obs2,obs3,r1d1R,r2d1R,r1d1S,r2d1S,r1d2R,r2d2R,r1d2S,r2d2S,obs,year,month,day,hour
157,2020-08-06,0.0,0.038799,0.68,0.9077184479683632,1.0032446179310224,5.876884236931801,5.896740485317998,15.389715552330015,21.087681351278057,22.72467660903931,21.85245091376932,0.0193995,2020,8,6,0
158,2020-08-07,0.0,0.007183,0.0,11.221630096435549,13.3312423550217,67.86843298561871,48.16206113611514,24.887928009033203,21.93916468992379,24.658187866210938,49.95498568060366,0.0035915,2020,8,7,0
159,2020-08-08,0.0,0.0,0.0,,,,,,,,,0.0,2020,8,8,0
160,2020-08-09,0.0,0.0,0.0,12.46973752975464,9.86904596337634,22.10677719116211,24.75762174307181,12.106321334838867,14.994366130150272,61.08839035034179,43.8911839086581,0.0,2020,8,9,0
161,2020-08-10,0.0,8.3e-05,0.0,38.47273063659668,36.14437322247292,23.338689804077152,38.06886387616599,0.4624748229980468,1.4542525246084286,0.0172424316406248,0.0666552372210867,4.15e-05,2020,8,10,0
162,2020-08-11,8.636,5.795821999999999,6.74,7.30415353178978,5.935300425760551,75.64172391878631,72.27349534270719,32.20844650268555,38.98185072865415,19.3006591796875,24.235337801902748,7.215910999999999,2020,8,11,0
163,2020-08-12,1.778,1.373816,2.08,5.158369984012097,4.2208883538968776,4.885420799255371,10.865083866341385,40.75075817108155,21.02824598080181,1.8912868499755853,6.115558888447721,1.575908,2020,8,12,0
164,2020-08-13,34.798,29.605054000000003,5.06,45.44467878341674,43.824567307702274,57.50225496292114,60.48238465352638,37.76315307617188,43.53881030324293,74.38991165161133,72.38474069082474,32.201527,2020,8,13,0
165,2020-08-14,22.098,16.781215,10.3,37.88252019882202,44.84803757075235,100.3235321044922,107.83916629764148,17.397865295410156,20.619187357753823,2.3417739868164062,3.776884296103252,19.4396075,2020,8,14,0
166,2020-08-15,1.016,0.86992,0.02,12.50460624694824,15.416259653814285,33.76417541503906,31.670592043732576,72.83985900878906,70.95239845129794,34.844093322753906,34.20936222271508,0.94296,2020,8,15,0
167,2020-08-16,11.176000000000002,8.564494999999999,10.86,32.45180603861809,31.8646582864136,92.93358377739789,69.9961692162998,28.80126571655273,27.1848782780566,90.40538787841795,84.66961294134353,9.8702475,2020,8,16,0
168,2020-08-17,0.0,0.220534,0.0,17.92498207092285,18.41265686631956,77.68003511428833,77.67734703925254,17.83889389038086,20.344307132114366,17.213928222656254,17.762256920040322,0.110267,2020,8,17,0
169,2020-08-18,0.762,0.4833319999999999,3.08,14.927125088870524,21.742856501334398,57.40385362133385,61.13312776206728,18.3824462890625,26.186453716707323,54.48804473876954,40.28612738126608,0.6226659999999999,2020,8,18,0
170,2020-08-19,17.526,13.654958,40.98,51.481590270996094,62.68272386990182,52.03121852874756,51.82511579759553,39.57823944091796,45.48744054158372,81.792236328125,65.43849722425628,15.590479,2020,8,19,0
171,2020-08-20,10.16,8.550899000000001,1.36,58.778974533081055,45.39033915977063,100.74550008773804,75.76788448268579,5.249366760253906,7.850664667914126,8.83184814453125,9.329405953109122,9.3554495,2020,8,20,0
172,2020-08-21,32.766000000000005,,9.46,21.00219440460205,22.63766835617897,28.15389108657837,26.935091701247604,11.161725997924805,11.639477699096824,32.0423526763916,32.52675206472976,32.766000000000005,2020,8,21,0
173,2020-08-22,1.016,0.7846869999999999,4.4,,,,,,,,,0.9003435,2020,8,22,0
174,2020-08-23,7.619999999999999,6.106164000000001,1.37,,,,,,,,,6.863082,2020,8,23,0
175,2020-08-24,6.35,2.340082,8.15,,,,,,,,,4.345041,2020,8,24,0
176,2020-08-25,6.096,3.159149,11.16,,,,,,,,,4.6275745,2020,8,25,0
177,2020-08-26,34.798,,3.98,,,,,,,,,34.798,2020,8,26,0
178,2020-08-27,2.032,,0.7899999999999999,17.895837783813477,23.65891501298225,25.807791799306862,27.03141207873744,14.221626281738285,13.15110192079316,63.20684623718262,60.154900758011664,2.032,2020,8,27,0
179,2020-08-28,16.256,10.444216,0.09,19.18257935717702,20.75756048802,49.03494259685387,55.61184634021311,8.19697380065918,12.019879109085288,16.90184783935547,13.833323366546644,13.350108,2020,8,28,0
180,2020-08-29,20.574,16.638035,0.03,24.5472412109375,33.048817355150334,44.38687515258789,50.98222363454117,9.43437957763672,10.78888328371567,39.187042236328125,29.6241192317826,18.6060175,2020,8,29,0
181,2020-08-30,0.0,0.002366,11.79,14.514797925949097,15.56360996663291,12.448902301490309,23.83646002511696,16.480390548706055,15.903418961894795,6.064328193664551,6.034571191522632,0.001183,2020,8,30,0
182,2020-08-31,,,,,,,,,,,,,2020,8,31,0
183,2020-09-01,38.1,26.732511,20.05,,,,,,,,,32.416255500000005,2020,9,1,0
184,2020-09-02,0.254,0.2372349999999999,5.790000000000001,,,,,,,,,0.2456175,2020,9,2,0
185,2020-09-03,17.018,12.978937,12.18,21.05515674874186,18.11719953219835,13.02725592814386,27.770943581584305,7.8362274169921875,12.087286827942624,0.3070564270019525,0.4746761528869638,14.9984685,2020,9,3,0
186,2020-09-04,1.27,1.127514,14.72,,,,,,,,,1.198757,2020,9,4,0
187,2020-09-05,17.78,9.720087,7.33,0.1047008037567134,0.1017018444331795,0.0228309631347655,0.0596440883839704,4.104156643152237,3.832340339999695,4.291031599044801,2.817121652178898,13.7500435,2020,9,5,0
188,2020-09-06,7.112,,1.01,21.5487979054451,25.95782262104471,53.890116438269615,41.621190435858566,7.830135345458984,12.339464604450658,18.95960235595703,22.737736828995008,7.112,2020,9,6,0
189,2020-09-07,36.83,,8.280000000000001,1.3446109294891353,1.705769655013564,0.0118309259414669,0.0824001612174702,14.366906642913818,15.610879131973396,0.1434553861618038,0.2235363451343972,36.83,2020,9,7,0
190,2020-09-08,0.762,,0.04,0.0142983812838792,0.0114196650675489,9.202020355182912e-17,0.0001477218959175,0.001129314303398,0.019714243286244,6.270240813321427,16.458159974177626,0.762,2020,9,8,0
191,2020-09-09,8.89,,5.65,7.394820935442112,12.825558646542664,51.71074305381485,52.733248386201296,10.237706661224363,14.727850684888075,0.5476608276367186,1.5590258456533852,8.89,2020,9,9,0
192,2020-09-10,12.954,,2.13,2.667573899030686,3.356559813193217,3.495405450463295,6.016721289436157,14.411974430084229,13.543515662795055,6.759379386901856,15.478742597946953,12.954,2020,9,10,0
193,2020-09-11,14.732,,5.3100000000000005,42.003282964229584,50.73275237342549,100.66612195968628,78.23001783049361,11.298633575439451,10.613413844867756,18.033485412597656,22.23686413497107,14.732,2020,9,11,0
194,2020-09-12,0.508,0.4575479999999999,3.0000000000000004,4.361679710447788,2.4122500445191077,8.216580472886562,12.874983639252346,7.393768310546875,4.901724287367826,54.12960624694825,59.26090377678817,0.482774,2020,9,12,0
195,2020-09-13,0.0,0.0,0.22,13.564817428588867,7.782554809021103,30.42095851898193,31.650643208850468,12.86809349060058,14.067865099969929,8.300188064575195,20.348852555338134,0.0,2020,9,13,0
196,2020-09-14,0.0,0.07608,0.2299999999999999,0.0663227196782822,0.1306139541468213,0.8889904022216795,2.3628146755156783,23.438291922211647,25.768981879045626,91.40285515785216,98.27240639330076,0.03804,2020,9,14,0
197,2020-09-15,26.924,23.15257,6.61,12.52800328657031,22.52012902273601,92.8601455723474,90.75049258343968,5.172093391418457,5.710445124039551,38.79204559326172,28.984812460116903,25.038285,2020,9,15,0
198,2020-09-16,0.762,1.481486,1.09,6.224700808525085,7.59842478020575,60.14623928070069,39.92312777967375,8.212410926818848,12.48409391585113,22.27405548095703,32.004306773423146,1.121743,2020,9,16,0
199,2020-09-17,5.587999999999999,7.196432,3.44,46.88149563875049,43.26583426197446,37.45220597600565,52.94031149014344,52.350093841552734,54.26142013523414,71.44617462158203,41.34401935553649,6.392216,2020,9,17,0
200,2020-09-18,16.002000000000002,17.274435,14.0,17.037748336791992,24.24293746711449,85.31816720962524,60.47776213374439,14.404354095458986,12.432731786128494,48.81600189208984,65.98338519903014,16.638217500000003,2020,9,18,0
201,2020-09-19,14.478,11.414776,0.26,24.34235191345215,22.45871789080157,32.68375778198242,39.41566017358991,5.019817352294922,4.277119610779367,3.543643951416016,3.849768494511312,12.946388,2020,9,19,0
202,2020-09-20,5.8420000000000005,1.034803,3.62,10.55569553375244,14.135030919161212,21.96118211746216,21.57625025809944,1.7243404388427734,4.669687896635889,0.9777088165283198,4.843242422338376,3.4384015000000003,2020,9,20,0
203,2020-09-21,0.254,0.326005,1.4,4.39862060546875,8.541531612481883,41.9967635422945,47.31239456090343,1.4052906036376946,2.005506832982532,18.670589447021484,40.2437288494784,0.2900025,2020,9,21,0
204,2020-09-22,0.0,0.088214,1.79,0.1753370761871333,0.3696189993973072,0.0809305533766742,0.2904264055171566,7.259839057922363,9.319642823772126,22.351417079567916,31.087807391700952,0.044107,2020,9,22,0
205,2020-09-23,1.778,1.5679679999999998,3.24,32.45502200815827,40.67253794309764,33.56981289852566,43.00058581109609,8.29119873046875,12.385805953879482,4.359634399414063,18.84898605612414,1.672984,2020,9,23,0
206,2020-09-24,0.0,0.042335,0.03,49.60011458396912,52.14185194727697,5.354153320193291,15.12624643150383,8.095687866210938,13.704496769700553,11.969600677490234,27.69362747834261,0.0211675,2020,9,24,0
207,2020-09-25,9.906,7.267665,1.89,32.61844574846327,39.81308914646318,43.47412103798706,71.24400381508809,24.08403778076172,21.29487482375192,61.92529296875001,66.80850817739707,8.5868325,2020,9,25,0
208,2020-09-26,10.414,8.2902,8.14,25.366681843996048,30.981203595920256,48.15249491855502,57.63388234347045,24.3651065826416,23.948471717567447,36.09369659423828,35.566195023714215,9.3521,2020,9,26,0
209,2020-09-27,2.032,1.627714,0.49,23.308241963386536,28.02923825119683,54.086361050605774,61.67984710067248,10.990793228149414,10.523176002227016,106.73421859741212,97.72721820281522,1.829857,2020,9,27,0
210,2020-09-28,0.0,0.09449,1.05,53.00311568379402,39.10052364216339,57.55629610270262,39.367680365806414,10.960494995117188,17.31053183336618,76.29084777832031,70.55883805515406,0.047245,2020,9,28,0
211,2020-09-29,3.302,2.671316,6.23,56.37115005962551,57.063104458207015,27.664141260203905,28.077941772370053,53.73046112060546,54.89382179525445,84.76792335510254,79.40873870731522,2.9866580000000003,2020,9,29,0
212,2020-09-30,,,,,,,,,,,,,2020,9,30,0
213,2020-10-01,4.318,,3.29,,,,,,,,,4.318,2020,10,1,0
214,2020-10-02,30.226000000000003,,1.4299999999999995,,,,,,,,,30.226000000000003,2020,10,2,0
215,2020-10-03,35.306,,14.21,46.1354905962944,38.620574130496,54.43228958547115,33.93690204077974,33.77058029174805,45.6489983717985,10.022171020507812,8.881582583237282,35.306,2020,10,3,0
216,2020-10-04,10.414,8.197679,1.05,,,,,,,,,9.3058395,2020,10,4,0
217,2020-10-05,11.176,8.539247,4.79,0.2715969290584321,1.3709809525283725,0.7925541992299253,4.887219544567773,95.91145613789558,52.357527259755415,27.084597289562225,30.87076396629742,9.8576235,2020,10,5,0
218,2020-10-06,0.0,0.000384,0.03,14.866971969604492,24.63812370473696,66.0457763671875,29.74023662231261,23.186412811279297,27.550542889629764,12.812591552734377,24.75289770006476,0.000192,2020,10,6,0
219,2020-10-07,1.27,0.828251,0.13,54.33541424572466,49.35199849503126,1.0723286867141717,2.356291233285948,14.38582992553711,16.31731632863803,6.143286347389221,8.255839405688835,1.0491255,2020,10,7,0
220,2020-10-08,1.27,1.2589440000000005,0.44,1.9567369623109696,3.108633600719962,8.210950374603271,9.71219179381992,20.65927493572235,22.2845727548978,15.587213516235352,32.785664306397194,1.264472,2020,10,8,0
221,2020-10-09,0.0,0.0001,0.08,14.546052128076552,16.444227555195123,11.514447355642917,13.139233467417442,6.333708763122559,14.379844624056854,55.325406074523926,65.44515564209205,5e-05,2020,10,9,0
222,2020-10-10,0.0,0.5890170000000001,0.09,0.0138410911895332,0.0324441845634985,0.5676327507835591,5.054185656935736,26.115312238223847,28.898830338656676,0.8106085062026975,3.2735621434113704,0.2945085,2020,10,10,0
223,2020-10-11,0.0,0.184632,0.45,46.60312080383301,47.27984461323214,76.89324378967285,67.92375400892732,25.8826904296875,29.834417137950545,36.18034362792969,38.54750282152635,0.092316,2020,10,11,0
224,2020-10-12,23.114,17.842485000000003,6.6000000000000005,5.714242212474346,10.073556937814432,69.68344923853874,26.99128176461149,17.77673864364624,11.086434061249562,29.938842773437507,29.89162444259507,20.4782425,2020,10,12,0
225,2020-10-13,2.794,1.760018,1.76,5.064539909362791,5.021417454967736,42.097838401794434,35.17735829643894,19.792855262756348,21.0311335318795,46.50001525878906,54.31773616072599,2.277009,2020,10,13,0
226,2020-10-14,5.3340000000000005,3.173438,1.85,9.739699590951204,7.60231435609576,20.4730782173574,37.691603160051045,10.935972213745115,11.308029425413675,33.11981773376465,35.49468128927298,4.253719,2020,10,14,0
227,2020-10-15,0.0,0.281617,0.06,5.211388945579529,7.063140027800557,14.386797532439235,13.716711241437848,33.163668632507324,28.506904780667767,69.98864269256592,83.66808794303853,0.1408085,2020,10,15,0
228,2020-10-16,3.302,2.534995,0.0,9.298400143976323,10.875423498969273,14.817341446876528,11.123351100098525,25.606982231140137,29.79110126989356,62.08200454711916,62.12244193825383,2.9184975,2020,10,16,0
229,2020-10-17,0.0,0.0,0.0,5.937857039272785,8.05641167047403,26.35762593522877,27.77760240227744,63.78672409057617,38.67430283888082,14.95503044128418,19.50820977747818,0.0,2020,10,17,0
230,2020-10-18,45.212,,4.430000000000001,39.28094338439405,28.97610520072572,34.295501683031034,37.35374017927201,8.606815338134766,9.590981807486402,7.711528778076172,4.770280936496144,45.212,2020,10,18,0
231,2020-10-19,2.032,1.8227,1.07,5.667389869689941,6.381149169541197,15.315752029418944,13.563557838984815,14.73097038269043,14.228026643119335,27.25393867492676,30.817860821141963,1.92735,2020,10,19,0
232,2020-10-20,1.27,1.156145,,43.85651224292816,42.10402418826671,116.43341352418064,88.33467989331001,43.78276443481445,51.65826938627679,22.718978881835938,40.39646228769968,1.2130725,2020,10,20,0
233,2020-10-21,2.286,1.83268,,17.95983600616455,28.372015234975684,16.46029663085938,13.447782870110832,21.16806602478028,19.76774080903713,11.172649383544922,25.8920470794814,2.05934,2020,10,21,0
234,2020-10-22,0.0,0.006618,,37.87435150146485,31.01288367970988,22.271584510803223,26.05971128695768,50.31979370117188,45.97898231089212,71.33463287353516,64.11071430956511,0.003309,2020,10,22,0
235,2020-10-23,11.176,8.592286999999999,9.17,76.99963003769517,76.46095820580392,49.426876053595166,48.300047080674176,56.58229064941406,52.51066726375696,68.69907760620117,47.83932846380024,9.8841435,2020,10,23,0
236,2020-10-24,7.366,5.359162,1.7800000000000002,23.128771781921387,25.055487921741715,125.76498901844025,92.0617191868181,20.618955612182617,26.785661679822155,73.22820281982422,61.04878073229385,6.362581,2020,10,24,0
237,2020-10-25,3.048,2.346513,0.52,66.63864541053772,45.49117013774004,30.890686988830566,51.91385553442086,0.6599121093749999,1.4433634435750418,21.73147964477539,24.330216556821878,2.6972565,2020,10,25,0
238,2020-10-26,9.652,6.699001,0.01,2.9343896880745874,4.278912784310199,16.43022812716663,35.85326143427511,10.431766271591188,17.710211304742337,34.82817268371581,39.6440483571008,8.1755005,2020,10,26,0
239,2020-10-27,0.762,0.8154819999999999,0.25,3.055017050355673,4.137690538077305,33.0280243139714,25.46277854004917,34.09804153442383,44.35215656415352,5.111072540283202,5.740442120816361,0.7887409999999999,2020,10,27,0
240,2020-10-28,0.254,0.430091,1.85,18.7886236300692,19.547336960083737,13.29379890114069,18.721340486974206,4.851642608642578,9.700733323100591,43.678874015808105,27.781466947018124,0.3420455,2020,10,28,0
241,2020-10-29,7.112,5.84757,0.8400000000000001,30.739513248205185,29.212938443754258,7.362286567687986,6.791944631025271,53.963022232055664,45.8438737104357,14.655282020568848,23.107922714127263,6.479785,2020,10,29,0
242,2020-10-30,24.892000000000003,24.11002,0.74,18.90113557316363,19.499498089131983,16.57650132477284,22.57613519847127,36.48696708679199,34.657558034905804,55.10069465637207,39.95016737817667,24.50101,2020,10,30,0
243,2020-10-31,,,,,,,,,,,,,2020,10,31,0
244,2020-11-01,0.0,0.091235,0.04,,,,,,,,,0.0456175,2020,11,1,0
245,2020-11-02,0.254,0.164381,,,,,,,,,,0.2091905,2020,11,2,0
246,2020-11-03,17.78,15.234056,,26.05453428998589,26.96925104728072,36.571399211883545,27.699519333368123,68.556640625,40.58366844295201,8.752689361572266,32.70205355199019,16.507028000000002,2020,11,3,0
247,2020-11-04,6.8580000000000005,5.911258999999999,,,,,,,,,,6.3846295,2020,11,4,0
248,2020-11-05,0.254,0.189481,0.32,0.8275783285498614,5.161347996395136,41.734119400370446,26.288316547337523,1.4836882352828975,2.1554118587197744,15.644729614257812,17.892835566056196,0.2217405,2020,11,5,0
249,2020-11-06,10.414,13.092479,1.13,29.04467499256134,41.6094173258427,103.65976309776306,82.20682934584778,58.610219955444336,44.02336993125129,94.7667007446289,56.70097480574651,11.7532395,2020,11,6,0
250,2020-11-07,36.322,30.604481,,15.153682708740234,18.795577491544925,94.59437561035156,89.9869210309577,8.907169342041016,8.847230397406353,42.11348724365234,45.86591450614084,33.4632405,2020,11,7,0
251,2020-11-08,2.794,2.610506,10.46,45.98395562544465,43.67287076899272,52.44562596026299,62.592569345116615,21.032638549804688,18.017661527334027,47.22222137451172,49.784184841877874,2.702253,2020,11,8,0
252,2020-11-09,14.732,,,24.440119281876832,22.24646811708184,48.42985153150835,41.2741792138832,12.473316192626951,5.395880353386885,46.34535598754883,37.45585023830131,14.732,2020,11,9,0
253,2020-11-10,32.512,31.440716,,37.53225548472256,35.862282964223844,20.54545223803671,17.482353182596846,38.39368438720703,33.596646288504566,5.81710433959961,6.283612274194868,31.976358,2020,11,10,0
254,2020-11-11,4.8260000000000005,4.454666,6.03,30.234121799468998,29.662478970144925,61.567321300506585,42.7003560800142,16.640094757080078,20.1952728777444,76.94596862792969,62.402253863041885,4.640333,2020,11,11,0
255,2020-11-12,18.034,14.827042000000002,5.53,4.592250131070614,6.109472169792772,37.06274314597249,16.106771497352817,3.487788677215576,2.961507512774132,50.3933982849121,30.18470239932894,16.430521,2020,11,12,0
256,2020-11-13,32.512,25.537004,8.88,60.45190048217773,60.9380360845703,43.92237186431885,43.78133515486456,0.2964096069335937,0.2947622986726249,1.2401733398437496,1.357161262636485,29.024502,2020,11,13,0
257,2020-11-14,0.0,0.010617,0.54,1.1994276046752923,0.7784328140430018,1.453723430633544,1.504922959440206,2.603411674499512,2.6176438365192127,5.713353633880615,5.7305359541177845,0.0053085,2020,11,14,0
258,2020-11-15,21.844,21.109132,17.25,16.7943459674716,16.903019424167493,12.941045135259628,13.693423675562975,21.19059562683105,24.7201674367414,78.86804580688477,51.89022523541662,21.476566,2020,11,15,0
259,2020-11-16,4.318,3.3662460000000003,0.95,21.320650100708008,23.35135322506516,71.30333805084229,56.82355076134202,39.1408805847168,32.10739841968578,32.68896484375,23.774340835580656,3.842123,2020,11,16,0
260,2020-11-17,2.286,1.967653,9.98,26.763336181640625,27.23859502325492,27.138602256774902,34.07267631415248,3.3051681518554683,4.781574897761779,36.27887725830078,39.43813456488606,2.1268265,2020,11,17,0
261,2020-11-18,1.778,1.457328,6.36,6.1629620492458335,7.570518234497126,3.3243394466117016,11.790680673405422,1.3744506835937491,12.08643366342591,25.87182569503784,34.96642419287063,1.617664,2020,11,18,0
262,2020-11-19,1.016,0.63535,0.16,6.502768814563751,3.947125352902793,55.26984047633795,51.4300940975119,14.60506820678711,22.90320727253557,58.455020904541016,55.2322506758814,0.8256749999999999,2020,11,19,0
263,2020-11-20,6.096,,1.9,22.36836552619934,29.53030053002713,55.54413467425911,46.93937994162805,0.6039829254150386,3.384363474715291,17.581417083740234,19.60320612553048,6.096,2020,11,20,0
264,2020-11-21,2.032,1.6009479999999998,0.82,0.7134685516357417,1.629509757758732,10.65272331237793,6.827477198426436,35.729808807373054,34.10508061941186,55.67877197265625,41.43816250239634,1.816474,2020,11,21,0
265,2020-11-22,0.0,0.0,0.21,0.7133551575243469,0.5941741136367612,0.1849346983725859,2.3996419910736213,7.517435252666473,10.975255848926915,84.37812250852585,64.48681464864687,0.0,2020,11,22,0
266,2020-11-23,0.0,6.7e-05,0.0,0.8922455161809917,1.125923064996074,1.9250079498865484,5.170306862467047,29.06692838668824,18.1385238844962,58.21308159828186,64.98308859193412,3.35e-05,2020,11,23,0
267,2020-11-24,2.286,2.034196,0.02,5.233094400726259,9.759431933820894,89.02754748938605,86.01865490206393,16.735522270202637,21.80453989485136,12.68988037109375,22.96375864582696,2.160098,2020,11,24,0
268,2020-11-25,6.096,5.651700999999999,0.0,18.625941663980484,29.08525118560836,86.98043951479485,81.47141846878743,15.745471954345703,17.381854671865465,58.2989501953125,35.01281314120695,5.8738505,2020,11,25,0
269,2020-11-26,3.81,3.863184,1.01,6.76612851023674,12.121669210884786,88.79215423896675,77.07234953299368,9.45262622833252,16.1456051574072,30.56849670410156,23.70744899008245,3.836592,2020,11,26,0
270,2020-11-27,34.036,28.890968,,79.90108533762395,46.460382063301296,118.61036625504494,81.08344391192755,74.13319396972656,54.32144281979389,48.24647521972656,43.9186401604397,31.463484,2020,11,27,0
271,2020-11-28,4.572,3.648564,,40.17533683776856,41.92472673994633,101.29140663146973,75.24760762722153,35.797943115234375,24.799327658913985,4.1580810546875,7.437866439376416,4.110282,2020,11,28,0
272,2020-11-29,10.668,8.675167,,1.0971406996250144,1.5617234575668293,9.373617708683014,11.54683906167941,52.33896207809448,44.95175796865818,37.37232875823975,38.43444808693015,9.6715835,2020,11,29,0
273,2020-11-30,,,,,,,,,,,,,2020,11,30,0
274,2020-12-01,7.62,5.325357,0.0,,,,,,,,,6.472678500000001,2020,12,1,0
275,2020-12-02,49.53,38.57415,16.93,,,,,,,,,44.052075,2020,12,2,0
276,2020-12-03,6.096,,0.73,36.62221517413855,28.484828412954943,53.63893203344196,51.52389719237351,81.32588958740233,62.97882874033155,69.98831558227539,32.89105630722551,6.096,2020,12,3,0
277,2020-12-04,2.032,,0.01,,,,,,,,,2.032,2020,12,4,0
278,2020-12-05,2.032,,3.1100000000000003,2.8747255206108093,7.799110268358815,40.91570295675774,26.68021304942422,19.800574779510494,20.152497923413392,16.72228240966797,17.937745366521096,2.032,2020,12,5,0
279,2020-12-06,0.508,,0.53,15.65901255607605,21.566868576342863,63.19105911254882,41.72719340824345,35.816410064697266,33.55430993628254,50.53199005126953,48.53706836887946,0.508,2020,12,6,0
280,2020-12-07,2.032,,0.15,8.826111912727356,7.41852650034531,10.484651893377304,30.284671184760647,14.96519660949707,21.29787291761919,5.040084838867188,7.863525434058067,2.032,2020,12,7,0
281,2020-12-08,1.524,,0.36,16.51045322418213,20.09384283218794,65.83824365399778,57.976141382164855,0.3395824432373044,1.4740819837552162,17.58085632324219,15.515289722462777,1.524,2020,12,8,0
282,2020-12-09,0.508,,0.03,9.904333114624023,15.60749328798852,41.97779846191406,59.07418383062658,30.14829635620117,17.366827396722485,5.341846466064453,5.4947106393104495,0.508,2020,12,9,0
283,2020-12-10,17.526,,0.01,49.71610999107361,45.298495726388055,16.18840980529785,15.631519279269275,15.16250228881836,16.47253386637536,21.68935775756836,22.755738574189007,17.526,2020,12,10,0
284,2020-12-11,0.0,,,61.99105886742473,46.1846155716647,41.48577120632035,46.63018629670286,33.63027572631836,34.327703118251925,15.021102905273438,16.342224984284517,0.0,2020,12,11,0
285,2020-12-12,1.27,,0.41,2.523302184883504,3.255372118690845,6.446751778945327,5.675012606143069,17.357076883316036,8.214553941557291,9.377514362335203,10.418243639357152,1.27,2020,12,12,0
286,2020-12-13,0.0,0.0,0.02,0.0794130899012085,0.0669866047489432,0.0011726492992195,0.0363964868269837,6.422835007309914,11.140748859125797,5.875047121196985,11.037793174751032,0.0,2020,12,13,0
287,2020-12-14,1.27,1.037193,4.54,3.660402551293372,4.468996950962833,46.83366036304675,45.45554722216635,0.2016561031341547,0.5147378783712437,59.06864547729492,37.39029436928114,1.1535965,2020,12,14,0
288,2020-12-15,1.778,1.554764,0.0,2.0084052085876456,2.799224855394196,50.60522258281708,37.69141479266696,1.031002044677734,1.3672964716505311,4.081367492675781,6.07834767320436,1.666382,2020,12,15,0
289,2020-12-16,0.254,0.173982,0.03,1.554135443642734,7.862169464927197,9.275572831875614,17.8812957046272,3.690361738204956,6.291116173236006,29.257328987121586,28.03023938859236,0.213991,2020,12,16,0
290,2020-12-17,0.0,0.075251,1.5400000000000005,7.861033156514168,12.630978428559832,51.147759424522526,47.30996743602218,0.6988606452941888,2.6723584761050643,38.721946716308594,53.00258922930988,0.0376255,2020,12,17,0
291,2020-12-18,4.064,3.260532,0.44,16.847447341307998,14.246120795369292,43.35152244567871,46.20506646256965,3.647285461425781,6.389125370323293,52.54807662963867,43.36013258814403,3.662266,2020,12,18,0
292,2020-12-19,0.254,0.2245829999999999,0.0,2.023620575666427,2.7798792224907523,16.346858410164714,13.998076976161158,13.303114891052246,21.77443135186976,66.59841537475586,51.01475396943336,0.2392915,2020,12,19,0
293,2020-12-20,0.762,0.786284,0.75,18.95561634004116,18.58421361986318,23.91163571551443,27.859280581117943,12.19706916809082,9.23953074182605,14.221792221069336,25.749628333108216,0.774142,2020,12,20,0
294,2020-12-21,0.0,0.161532,0.02,0.8291800916194909,1.0298424893375266,62.80917704850435,37.968995399503534,0.9881179332733152,1.2120355869677817,21.19014739990234,28.720240140266966,0.080766,2020,12,21,0
295,2020-12-22,0.254,0.058684,0.0,0.7470879442989817,1.5680445995540704,4.006922014057636,14.94037504380935,18.285224199295044,19.28028969757752,29.65089702606201,32.578077139686776,0.156342,2020,12,22,0
296,2020-12-23,10.414,,0.0,39.93376145511865,27.81377175094846,33.070808475938776,15.004274040196558,27.175899505615234,30.44602640560404,27.473327636718757,37.57535019107216,10.414,2020,12,23,0
297,2020-12-24,9.398,7.507484000000001,10.91,65.20844398066401,46.559341011849895,13.07715369015932,19.6528948085012,75.63220977783203,69.71259217354859,18.273212432861328,27.22766842697568,8.452742,2020,12,24,0
298,2020-12-25,30.988,24.722927,0.92,50.8441024387721,46.29789096910199,37.95690947771385,49.63993327965432,36.9818229675293,25.299560861581185,5.938114166259766,9.039395873707182,27.8554635,2020,12,25,0
299,2020-12-26,11.684,9.187133,1.99,49.4934882633388,50.02913080681648,13.350887298583984,22.09861451768625,47.81889724731446,41.42574376584541,1.0486183166503902,1.071362789474502,10.4355665,2020,12,26,0
300,2020-12-27,9.652,7.697606,2.89,31.010487036510312,28.24232083452668,9.8853241764009,20.84692577548825,0.3090953826904292,0.6998044305792741,20.43968772888184,36.313209948472135,8.674803,2020,12,27,0
301,2020-12-28,0.254,0.288067,0.02,0.0671987533569333,0.3328423140797326,8.678762465715408,15.769486121323542,3.46923553943634,7.666118388540394,83.64086723327637,58.28513156730546,0.2710335,2020,12,28,0
302,2020-12-29,0.0,0.027702,0.0,37.35992834344506,49.731039343855045,56.14432811830193,48.530519285710255,0.2351951599121092,0.399204702641359,28.45492553710937,34.180467676205815,0.013851,2020,12,29,0
303,2020-12-30,1.016,0.996194,0.04,6.184350207448006,7.806837754440012,13.756862714886664,17.066221209928038,2.0717272758483887,3.4848289895702003,82.65199947357178,69.83989065320563,1.006097,2020,12,30,0
304,2020-12-31,,,,,,,,,,,,,2020,12,31,0
305,2021-01-01,0.0,,1.16,9.041575938463213,9.335099080803827,1.6454180590808385,4.45329595970259,22.33362293243408,12.776052250481907,42.29090642929077,44.86513980356644,0.0,2021,1,1,0
306,2021-01-02,13.462,,2.3,35.923580557107925,27.340672692951014,63.32973055842376,45.23110312385398,30.843559265136715,19.647593898328545,40.55178451538085,36.925752977518655,13.462,2021,1,2,0
